24 HOUR VOLUME COUNT LOCATIONS,NB TOTAL,SB TOTAL,EB TOTAL, WB TOTOAL,TOTAL VOLUME,DATE,Lost time (l),Saturation headway(h),Green delay time (l+h.n)
"Abilene Trl, 5500 blk - East of Smokehouse Trl",,,779,1098,1877,2/19/2013 0:00,4,2,3758
"Acadamy Dr, 100 blk - East of South Congress Ave",,,986,893,1879,5/16/2001 0:00,4,2,3762
"Adams Ave, 5500 blk - North of Burnet Rd",182,186,,,368,1/4/2013 0:00,4,2,740
"Adams Ave, 5700 blk - South of Ullrich Ave",226,195,,,421,1/14/2013 0:00,4,2,846
"Adams Ave, 5700 blk - South of Ullrich Ave",226,195,,,421,4/17/2013 0:00,4,2,846
"Adirondack Trl, 8500 blk- North of Appalachian Trl",943,800,,,1743,2/22/2012 0:00,4,2,3490
"Aftonshire Way, 2800 blk - East of Nightjar Dr",,,787,747,1534,11/29/2007 0:00,4,2,3072
"Aftonshire Way, 3000 blk - West of Night Jar Dr",,,818,796,1614,4/1/2008 0:00,4,2,3232
"Aftonshire Way, 3000 blk - West of Night Jar Dr",,,755,689,1444,9/19/2007 0:00,4,2,2892
"Airport Blvd, 1100 blk - North of Oak Springs Dr",19429,16606,,,36035,5/1/2003 0:00,4,2,72074
"Airport Blvd, 3900 blk - South of Antone St",16387,14530,,,30917,3/9/2010 0:00,4,2,61838
"Airport Blvd, 4200 blk - South of Wilshire Blvd",18732,17004,,,35736,11/28/2006 0:00,4,2,71476
"Airport Blvd, 4300 blk - South of Rowood Rd",15593,15106,,,30699,3/9/2010 0:00,4,2,61402
"Airport Blvd, 5000 blk - South of E. 51st St",13985,14639,,,28624,2/14/2001 0:00,4,2,57252
"Airport Blvd, 5300 blk - North of E. 53rd 1/2 St",13130,14474,,,27604,3/20/2001 0:00,4,2,55212
"Airport Blvd, 6200 blk - North of Denson Dr",12219,11230,,,23449,8/7/2001 0:00,4,2,46902
"Airport Blvd, 800 blk - South of Shady Ln",11360,9870,,,21230,12/1/2011 0:00,4,2,42464
"Airport Commerce Dr, 1600 blk - North of John Glenn Dr",628,790,,,1418,7/9/2014 0:00,4,2,2840
"Alameda Dr, 1400 blk - North of Milan Pl",206,154,,,360,4/11/2001 0:00,4,2,724
"Albata Ave, 2500 blk - West of Dougherty St",,,135,122,257,1/23/2003 0:00,4,2,518
"Alcott Ln, 2700 blk - West of Gwendolyne Ln",,,399,498,897,2/14/2013 0:00,4,2,1798
"Alcott Ln, 2700 blk - West of Gwendolynn Ln",,,399,498,897,2/14/2013 0:00,4,2,1798
"Aldrich St, (@ Airport Blvd) - East of Airport Blvd",,,3053,4690,7743,2/22/2010 0:00,4,2,15490
"Alexander Ave, 2100 blk - South of E. 22nd St",641,843,,,1484,10/1/2008 0:00,4,2,2972
"Alexandria Dr, 4200 blk - West of Washita",,,725,732,1457,2/7/2011 0:00,4,2,2918
"Algarita Ave, 1300 blk - West of IH35 WSR",,,353,468,821,4/26/2001 0:00,4,2,1646
"Allen St, 600 blk - South of Hildalgo St",327,356,,,683,9/30/2008 0:00,4,2,1370
"Allendale Rd, (RM2222) 2700 blk - East of Shoal Creek Blvd",,,12841,12325,25166,2/4/2002 0:00,4,2,50336
"Allred Dr, 2200 blk - East of Riddle Rd",,,114,45,159,1/22/2003 0:00,4,2,322
"Alpine Rd East, 3600 blk - West of Willow Springs Rd",,,1615,873,2488,2/16/2010 0:00,4,2,4980
"Alpine Rd West, 400 blk - West of Tallison Terrace",,,719,812,1531,10/1/2007 0:00,4,2,3066
"Alsatia Dr, 2800 blk - West of Garrick Creek Ln",,,637,689,1326,11/18/2010 0:00,4,2,2656
"Alsatia Dr, 2800 blk - West of Garrick Creek Ln",,,660,706,1366,10/2/2012 0:00,4,2,2736
Alta Vista Ave 1100 Blk - North of Rutherford Pl,108,132,,,240,4/26/2001 0:00,4,2,484
"Alta Vista Ave, 2000 blk - North of Algarita Ave",417,49,,,466,1/27/2003 0:00,4,2,936
"Alta Vista Ave, 2100 blk - North of East Live Oak St",537,61,,,598,1/27/2003 0:00,4,2,1200
"Alum Rock Dr, 7800 blk - South of Colton-Bluff Springs Rd",1371,1213,,,2584,1/7/2004 0:00,4,2,5172
"Alvin Devane Blvd, 2800 blk - South of E. Oltorf St",3163,,,,3163,4/11/2005 0:00,4,2,6330
"Aly May Dr, 10000 blk - South of Tillerfield Dr",158,210,,,368,3/18/2014 0:00,4,2,740
"Amberly Place, 6200 blk - East of Rain Creek Pkwy",,,96,93,189,9/26/2012 0:00,4,2,382
"Amherst Dr, 12000 blk - North of Duval Rd",5754,4821,,,10575,8/25/2003 0:00,4,2,21154
"Amherst Dr, 12000 blk - North of Eton Ln",5425,4868,,,10293,10/16/2008 0:00,4,2,20590
"Amherst Dr, 12100 blk - South of Mosely Ln",5133,3689,,,8822,4/19/2004 0:00,4,2,17648
"Amherst Dr, 12100 blk - South of Mosely Ln",4847,3774,,,8621,8/25/2003 0:00,4,2,17246
"Amherst Dr, 12200 blk - North of Mosely Ln",4274,3828,,,8102,10/16/2008 0:00,4,2,16208
"Amherst Dr, 12200 blk - North of Mosely Ln",4546,3578,,,8124,8/25/2003 0:00,4,2,16252
"Amherst Dr, 12300 blk - South of Gable Dr",4709,3719,,,8428,8/25/2003 0:00,4,2,16860
"Amherst Dr, 12500 blk - North of Adelphi LN",4987,4274,,,9261,10/16/2008 0:00,4,2,18526
"Anderson Ln West, 1800 blk - East of Mullen Dr",,,9617,9812,19429,2/22/2005 0:00,4,2,38862
"Anderson Ln West, 2700 blk - West of Northcross Dr",,,13864,13966,27830,7/27/2005 0:00,4,2,55664
"Anderson Ln West, 2700 blk - West of Northcross Dr",,,12822,13267,26089,2/22/2005 0:00,4,2,52182
"Anderson Mill Rd, 10250 blk - East of Olson",,,12455,11200,23655,4/14/2009 0:00,4,2,47314
"Anderson Mill Rd, 10430 blk - East of Spicewood Pkwy",,,11486,11234,22720,4/14/2009 0:00,4,2,45444
"Anderson Mill Rd, 10680 blk - East of Taterwood",,,13549,12863,26412,4/14/2009 0:00,4,2,52828
"Anderson Mill Rd, 11000 blk - East of Randy Rd",,,13017,12501,25518,4/14/2009 0:00,4,2,51040
"Anderson Mill Rd, 11100 blk - East of Starview",,,13023,12341,25364,4/14/2009 0:00,4,2,50732
"Anderson Mill Rd, 11360 blk - West of Bristle Oak",,,12915,12183,25098,4/14/2009 0:00,4,2,50200
"Anderson Mill Rd, 11600 blk - West of Fence Post",,,13103,11643,24746,4/14/2009 0:00,4,2,49496
"Anderson Mill Rd, 9400 blk - West of Pond Springs Rd",,,9373,8834,18207,9/28/2004 0:00,4,2,36418
"Anderson Mill Rd, 9400 blk - West of Pond Springs Rd",,,4089,5288,9377,2/14/2002 0:00,4,2,18758
"Anderson Mill Rd, 9500 blk - East of US 183",,,9366,8805,18171,9/28/2004 0:00,4,2,36346
"Anderson Mill Rd, 9500 blk - East of US 183",,,3692,4370,8062,2/14/2001 0:00,4,2,16128
"Anderson Mill Rd, 9700 blk - West of US 183",,,14797,15304,30101,4/14/2009 0:00,4,2,60206
"Anderson Mill Rd, 9900 blk - East of Swallow Dr",,,14284,14178,28462,4/14/2009 0:00,4,2,56928
"Angelina Street, 1100 blk - North of East 11th Street",408,697,,,1105,9/20/2012 0:00,4,2,2214
"Angus Rd, 11700 blk - South of Thunder Creek Rd",977,1573,,,2550,1/6/2004 0:00,4,2,5104
"Angus Rd, 11800 blk - South of Duval Rd",1011,1869,,,2880,1/6/2004 0:00,4,2,5764
"Angus Rd, 11800 blk - South of Duval Rd",1181,2105,,,3286,10/23/2002 0:00,4,2,6576
"Angus Rd, 11900 blk - South of Bull Run",303,215,,,518,10/23/2002 0:00,4,2,1040
"Ann Arbor Ave, 2000 blk - South of Rundell Place            1-way NB",347,n/a,,,347,3/1/2005 0:00,4,2,698
"Ann Arbor Ave, 2400 blk - North of Montclaire St",227,129,,,356,5/9/2005 0:00,4,2,716
"Ann Arbor Ave, 2500 blk - South of Montclaire St",98,55,,,153,5/9/2005 0:00,4,2,310
"Annie St West, 300 blk - West of Newton ST",,,997,1243,2240,10/3/2007 0:00,4,2,4484
"Antelope Run, 10500 blk - South of Raspberry Cove",46,72,,,118,9/16/2013 0:00,4,2,240
"Antelope Run,10500 blk - South of Raspberry Cove",46,72,,,118,9/16/2013 0:00,4,2,240
"Antone St, - (@ Airport Blvd) - East of Airport Blvd",,,292,488,780,2/22/2010 0:00,4,2,1564
"Antone St, 2000 blk - South of Cal Rodgers St",408,301,,,709,2/13/2012 0:00,4,2,1422
"Apple Orchard, 5300 blk - East of Cottonwood St",,,59,53,112,5/6/2013 0:00,4,2,228
"Applegate East, 1000 blk - West of Walnut Bend",,,481,49,530,2/13/2013 0:00,4,2,1064
"Applegate East, 1000 blk - West of Walnut Bend Dr",,,481,409,890,2/13/2013 0:00,4,2,1784
"Applegate Street East, 200 blk - East of Georgian Drive",,,653,422,1075,9/12/2012 0:00,4,2,2154
"Apricot Glen Dr, 2000 blk - South of Wychwood Dr",177,172,,,349,2/29/2012 0:00,4,2,702
"Arabian Trl, 11800 blk - North of Jollyville Rd",62,67,,,129,5/17/2010 0:00,4,2,262
"Arbor Downs Rd, 11800 blk - North of Yandall Dr",94,102,,,196,2/17/2004 0:00,4,2,396
"Arbor Downs Rd, 11900 blk - South of Yandall Dr",109,73,,,182,2/17/2004 0:00,4,2,368
"Arch Terrace, 11100 blk - South of Topridge Dr",31,26,,,57,1/9/2003 0:00,4,2,118
"Ardath St, 7000 blk - North of Ellise Ave",24,27,,,51,2/4/2003 0:00,4,2,106
"Ardenwood Rd, 1100 blk - East of IH35 ESR",,,529,198,727,4/5/2004 0:00,4,2,1458
"Ardenwood Rd, 1300 blk - East of Wildwood Dr",,,145,183,328,11/8/2004 0:00,4,2,660
"Armaga Springs Rd, 13300 blk - North of Magazine St",46,44,,,90,1/16/2008 0:00,4,2,184
"Arpdale St, 2000 blk - East of Ann Arbor Ave",,,332,239,571,8/26/2010 0:00,4,2,1146
"Arpdale St, 2100 blk - West of Ann Arbor Ave",,,251,202,453,8/26/2010 0:00,4,2,910
"Arpdale St, 2200 blk - West of Paramount Ave",,,187,181,368,8/26/2010 0:00,4,2,740
"Arroyo Seco, 6600 blk - North of Brentwood St",879,648,,,1527,1/28/2003 0:00,4,2,3058
"Arroyo Seco, 6800 blk - South of Justin Ln",977,768,,,1745,1/28/2003 0:00,4,2,3494
"Arroyo Seco, 7000 blk - North of Cullen Ave",784,638,,,1422,3/28/2008 0:00,4,2,2848
"Arthur Stiles Rd, 1000 blk - North of Mayhall Dr",608,322,,,930,2/17/2004 0:00,4,2,1864
"Asa Dr, 6300 blk - West of Salt Springs Dr",,,775,479,1254,8/24/2004 0:00,4,2,2512
"Ashby Ave, 1800 blk - West of Garner Ave",,,509,406,915,4/10/2002 0:00,4,2,1834
"Ashdale Dr, 2500 blk - East of Pinedale Cove",,,598,820,1418,4/11/2007 0:00,4,2,2840
"Ashdale Dr, 2600 blk - East of Logwood",,,582,743,1325,8/2/2010 0:00,4,2,2654
"Ashdale Dr, 2600 blk - East of Logwood",,,583,769,1352,4/11/2007 0:00,4,2,2708
"Ashdale Dr, 2600 blk - West of Parkdale Dr",,,584,797,1381,2/21/2012 0:00,4,2,2766
"Ashton Ridge Dr, 9400 blk - West of Keystone Bend",,,794,940,1734,11/17/2014 0:00,4,2,3472
"Ashton Ridge, 9200 blk - West of Scotland Well",,,985,1260,2245,8/22/2005 0:00,4,2,4494
"Ashton Ridge, 9200 blk - West of Scotland Well",,,1235,1108,2343,5/31/2005 0:00,4,2,4690
"Ashton Ridge, 9300 blk - West of Keystone Bend",,,782,897,1679,3/1/2012 0:00,4,2,3362
"Ashton Ridge, 9400 blk - East of Ashton Cove",,,721,1004,1725,8/22/2005 0:00,4,2,3454
"Ashton Ridge, 9400 blk - East of Ashton Cove",,,1041,801,1842,6/2/2005 0:00,4,2,3688
"Ashton Ridge, 9400 blk - East of Ashton Cove",,,1516,2043,3559,5/7/2002 0:00,4,2,7122
"Ashton Ridge, 9400 blk - East of Ashton Cove",,,1617,1804,3421,2/14/2001 0:00,4,2,6846
"Ashwood Rd, 1500 blk - East of Maplewood Ave",,,246,138,384,5/3/2004 0:00,4,2,772
"Asmara Dr, 8200 blk - North of Asmara Court",144,148,,,292,9/22/2003 0:00,4,2,588
"Aspen Creek Pkwy, 3700 blk, East of Wolftrap Dr",,,567,665,1232,3/31/2011 0:00,4,2,2468
"Aspendale Dr, 12000 blk - North of Dorsett Rd",452,263,,,715,1/26/2004 0:00,4,2,1434
"Aspendale Dr, 12000 blk - North of Duval Rd",2153,1701,,,3854,1/26/2004 0:00,4,2,7712
"Austin Park Ln, 11400 blk - North of Braker LN",554,491,,,1045,3/19/2003 0:00,4,2,2094
"Austin Park Ln, 11500 blk - North of Northbend Dr",635,574,,,1209,4/9/2003 0:00,4,2,2422
"Austin Park Ln, 11700 blk - North of Minda Dr",573,569,,,1142,3/19/2003 0:00,4,2,2288
"Austin Woods Dr, 3900 blk - West of Tallwood Dr",,,173,162,335,11/30/2004 0:00,4,2,674
"Avenue C, 5700 blk - South of Chesterfield Ave",26,38,,,64,3/10/2010 0:00,4,2,132
"Avenue D, 5700 blk - South of Chesterfield Ave",51,47,,,98,3/10/2010 0:00,4,2,200
"Avenue F, 4300 blk - North of E. 43rd St",209,273,,,482,9/7/2005 0:00,4,2,968
"Avenue F, 4400 blk - North of E. 44th St",351,450,,,801,9/7/2005 0:00,4,2,1606
"Avenue F, 4600 blk - North of E. 46th St",310,450,,,760,1/29/2001 0:00,4,2,1524
"Avenue F, 5800 blk - North of Koenig Ln (RM 2222)",201,183,,,384,3/11/2010 0:00,4,2,772
"Avenue G, 4300 blk - North of E. 43rd St",146,119,,,265,9/7/2005 0:00,4,2,534
"Avenue G, 5800 blk - South of Skyview Rd",64,96,,,160,3/11/2010 0:00,4,2,324
"Avenue H, 3900 blk - South of E. 40th St",201,168,,,369,3/22/2005 0:00,4,2,742
"Avenue H, 4000 blk - North of E. 40th St",217,246,,,463,3/22/2005 0:00,4,2,930
"Avenue H, 4300 blk - North of E. 43rd St",227,260,,,487,3/22/2005 0:00,4,2,978
"Avenue N, 2300 blk - West of Pansy Trl",,,624,498,1122,1/14/2008 0:00,4,2,2248
"Avery Ranch Blvd, 11300 blk - East of US 183-A",,,4609,4113,8722,8/14/2007 0:00,4,2,17448
"Avery Ranch Blvd, 12100 blk - West of Near About Rd",,,4452,3915,8367,7/31/2007 0:00,4,2,16738
"Avery Ranch Blvd, 13600 blk - West of Staked Plains Dr",,,33,39,72,3/9/2005 0:00,4,2,148
"Avery Ranch Blvd, 13800 blk - West of Staked Plains Dr",,,4452,3915,8367,7/31/2007 0:00,4,2,16738
"Avery Ranch Blvd, 13800 blk - West of Staked Plains Dr",,,68,34,102,3/9/2005 0:00,4,2,208
"Avery Ranch Blvd, 14000 blk - West of Staked Plains Dr",,,4369,3903,8272,7/31/2007 0:00,4,2,16548
"Avery Ranch Blvd, 14000 blk - West of Staked Plains Dr",,,72,85,157,3/9/2005 0:00,4,2,318
"Avery Ranch Blvd, 14100 blk - East of Staked Plains Dr",,,4144,4768,8912,7/31/2007 0:00,4,2,17828
"Avery Ranch Blvd, 14100 blk - East of Staked Plains Dr",,,1183,1201,2384,3/9/2005 0:00,4,2,4772
"Avery Ranch Blvd, 14400 blk - West of Quarry  Oaks Trl",,,4146,4742,8888,7/31/2007 0:00,4,2,17780
"Avery Ranch Blvd, 14400 blk - West of Quarry  Oaks Trl",,,1345,1348,2693,3/9/2005 0:00,4,2,5390
"Avery Ranch Blvd, 14500 blk - East of Quarry Oaks Trl",,,4156,4770,8926,7/31/2007 0:00,4,2,17856
"Avery Ranch Blvd, 14500 blk - East of Quarry Oaks Trl",,,1821,1868,3689,3/9/2005 0:00,4,2,7382
"Avery Ranch Blvd, 14500 blk - East of Quarry Oaks Trl",,,684,736,1420,2/3/2003 0:00,4,2,2844
"Avery Ranch Blvd, 14600 blk - West of Parmer Ln",,,5165,4475,9640,7/31/2007 0:00,4,2,19284
"Avery Ranch Blvd, 14600 blk - West of Parmer Ln",,,2643,2619,5262,3/9/2005 0:00,4,2,10528
"Avery Ranch Blvd, 14600 blk - West of Parmer Ln",,,1406,1414,2820,2/3/2003 0:00,4,2,5644
"Avery Ranch Blvd, 15100 blk - East of Parmer Ln",,,8066,8083,16149,9/18/2008 0:00,4,2,32302
"Avery Ranch Blvd, 15100 blk - East of Parmer Ln",,,3957,3731,7688,10/2/2003 0:00,4,2,15380
"Avery Ranch Blvd, 15300 blk - East of Avery Club",,,7461,7418,14879,9/18/2008 0:00,4,2,29762
"Avery Ranch Blvd, 15500 blk - East of Roy Butler Dr",,,3426,3077,6503,10/2/2003 0:00,4,2,13010
"Avery Ranch Blvd, 15700 blk - East of Whitney Bay Dr",,,5621,5465,11086,9/18/2008 0:00,4,2,22176
"Avery Ranch Blvd, 15700 blk - East of Whitney Bay Dr",,,2489,2633,5122,10/2/2003 0:00,4,2,10248
"Avery Ranch Blvd, 16400 blk - East of Meyrick Park Trail",,,4483,4338,8821,9/18/2008 0:00,4,2,17646
"Avery Ranch Blvd, 16400 blk - East of Meyrick Park Trail",,,2875,2378,5253,10/2/2003 0:00,4,2,10510
"Aylesbury Ln, 2600 blk - West of Seminary Ridge Dr",,,25,260,285,2/28/2013 0:00,4,2,574
"Azalea Blossom, 3300 blk - East of Brodie Springs Trl",,,108,105,213,9/16/2013 0:00,4,2,430
"Azalea Blossom, 3300 blk - East of Brodie Springs Trl",,,108,105,213,9/16/2013 0:00,4,2,430
"Backtrail Dr, 4900 blk - East of Cedro Trail",,,1367,1366,2733,4/19/2005 0:00,4,2,5470
"Backtrail Dr, 5200 blk - South of Lemonwood Dr",690,651,,,1341,10/29/2008 0:00,4,2,2686
"Backtrail Dr, 5300 blk - North of Lemonwood Dr",250,305,,,555,10/29/2008 0:00,4,2,1114
"Balcones Club Dr, 8500 blk - North of Four Iron Dr",2766,1365,,,4131,6/18/2003 0:00,4,2,8266
"Balcones Club Dr, 8600 blk - West of Four Iron Dr",,,1989,3667,5656,6/18/2003 0:00,4,2,11316
"Balcones Club Dr, 8700 blk - East of Crest Ridge Circle",,,999,1621,2620,6/10/2008 0:00,4,2,5244
"Balcones Club Dr, 8800 blk - East of Crest Ridge Circle",,,1050,1960,3010,4/4/2006 0:00,4,2,6024
"Balcones Club Dr, 8900 blk - South of Brookwood Dr",1874,1028,,,2902,4/4/2006 0:00,4,2,5808
"Balcones Club Dr, 9000 blk - South of Cedar Crest Dr",2550,1504,,,4054,11/24/2003 0:00,4,2,8112
"Balcones Club Dr, 9100 blk - North of Cedar Crest Dr",749,804,,,1553,6/10/2008 0:00,4,2,3110
"Balcones Club Dr, 9100 blk - North of Cedar Crest Dr",701,698,,,1399,4/4/2006 0:00,4,2,2802
"Balcones Club Dr, 9100 blk - North of Cedar Crest Dr",779,576,,,1355,11/24/2003 0:00,4,2,2714
"Balcones Dr, 3700 blk - North of W. 35th St",2557,2434,,,4991,3/30/2005 0:00,4,2,9986
"Balcones Dr, 4300 blk - South of Shinoak Dr",2336,2333,,,4669,4/15/2014 0:00,4,2,9342
"Balcones Dr, 4800 blk - North of Perry Ln",2557,2424,,,4981,3/30/2005 0:00,4,2,9966
"Balcones Dr, 5200 blk - North of Hancock Dr",6281,5768,,,12049,4/4/2005 0:00,4,2,24102
"Balcones Dr, 5700 blk, North of RM 2222",5817,5043,,,10860,5/5/2011 0:00,4,2,21724
"Banister Ln, 1000 blk - at the Railroad Tracks",,,2132,2686,4818,11/2/2009 0:00,4,2,9640
"Banister Ln, 4400 blk - South of Casey St",929,988,,,1917,10/2/2007 0:00,4,2,3838
"Banister Ln, 4600 blk - North of Arden Dr",112,124,,,236,2/12/2008 0:00,4,2,476
"Bannockburn Dr, 3700 blk - East of Raeburn St",,,339,698,1037,2/27/2014 0:00,4,2,2078
"Banton Rd, 3400 blk - North of Manor Rd",177,145,,,322,3/29/2004 0:00,4,2,648
"Barbara Jordan, (East of IH 35 East Service Road) ",,,7304,2340,9644,2/22/2010 0:00,4,2,19292
"Barbara St, 1900 blk - East of Hardy Dr",,,94,96,190,7/21/2010 0:00,4,2,384
"Barbara St, 2000 blk - West of Hardy Dr",,,112,177,289,7/21/2010 0:00,4,2,582
"Barge St, 1900 blk - East of Manchaca Rd",,,147,170,317,2/19/2013 0:00,4,2,638
"Barge St, 1900 blk - East of Manchaca Rd",,,147,170,317,2/19/2013 0:00,4,2,638
"Barrington Way, 11700 blk - East of Danwood Dr",,,2926,2896,5822,11/24/2003 0:00,4,2,11648
"Barrington Way, 11800 blk - East of Parliament Place",,,2498,4238,6736,7/26/2004 0:00,4,2,13476
"Barrington Way, 11800 blk - West of Parliament Place",,,2676,2421,5097,7/26/2004 0:00,4,2,10198
"Barton Blvd, 600 blk - North of Linscomb Ave                    1-way SB",n/a,196,,,196,4/8/2002 0:00,4,2,396
"Barton Hills Dr, 1100 blk - East of Hollow Creek Dr",,,2453,2287,4740,10/7/2002 0:00,4,2,9484
"Barton Hills Dr, 1700 blk - North of Ridgeview Dr",1952,1843,,,3795,10/7/2002 0:00,4,2,7594
"Barton Hills Dr, 2100 blk - East of Barton Skyway",,,1037,998,2035,1/27/2003 0:00,4,2,4074
"Barton Hills Dr, 2100 blk - East of Barton Skyway",,,1653,1660,3313,10/8/2002 0:00,4,2,6630
"Barton Skyway, 2300 blk - South of Westhill",3018,3042,,,6060,10/7/2002 0:00,4,2,12124
"Barton Skyway, 2500 blk - North of Oakhaven Dr",2233,2219,,,4452,10/7/2002 0:00,4,2,8908
"Barton Skyway, 2700 blk - North of Rock Terrace",1773,1773,,,3546,10/7/2002 0:00,4,2,7096
"Barton Springs Rd, 1100 blk - East of Lee Barton Dr",,,10973,14512,25485,10/19/2007 0:00,4,2,50974
"Barton Springs Rd, 1100 blk - East of Lee Barton Dr",,,14177,14627,28804,6/5/2007 0:00,4,2,57612
"Barton Springs Rd, 1400 blk - West of S. Lamar Blvd",during rd. construction,,11272,11218,22490,10/2/2002 0:00,4,2,44984
"Barton Springs Rd, 1600 blk - West of Kinney Ave",,,13770,14603,28373,6/23/2005 0:00,4,2,56750
"Barton Springs Rd, 2000 blk - West of Robert E Lee Rd",,,10956,11303,22259,1/31/2011 0:00,4,2,44522
"Barton Springs Rd, 2000 blk - West of Robert E Lee Rd",,,10899,11107,22006,3/2/2009 0:00,4,2,44016
"Barton Springs Rd, 2000 blk - West of Robert E Lee Rd",during rd. construction,,10791,11515,22306,10/2/2002 0:00,4,2,44616
"Barton Springs Rd, 800 blk - East of Bouldin Ave",,,12772,11790,24562,6/27/2005 0:00,4,2,49128
"Barton Springs Rd, 900 blk - West of Bouldin Ave",,,12439,11380,23819,10/6/2011 0:00,4,2,47642
"Battle Bend Blvd, 400 blk - East of Chihuahua (East)",,,670,314,984,10/29/2014 0:00,4,2,1972
"Battle Bend Blvd, 500 blk - East of Chihuahua",,,663,648,1311,10/4/2012 0:00,4,2,2626
"Battle Bridge Rd, 12000 blk - East of Buckingham Gate Rd",,,117,109,226,4/5/2005 0:00,4,2,456
"Battle Bridge Rd, 12100 blk - West of Buckingham Gate Rd",,,51,72,123,4/5/2005 0:00,4,2,250
"BaxterDr, 2600 blk - West of Berkett Dr",,,97,164,261,9/17/2007 0:00,4,2,526
"Baylor St, 600 blk - North of W. 6th St",305,525,,,830,1/24/2001 0:00,4,2,1664
Beauford Dr 7000 blk- West of Quill Leaf Cv,,,1512,1260,2772,2/1/2012 0:00,4,2,5548
"Beaver Creek Dr, 4700 blk - Wast of Blackhawk Dr",,,72,80,152,10/7/2013 0:00,4,2,308
"Beaver Creek Dr, 4700 blk - West of Blackhawk Dr",,,72,80,152,10/7/2013 0:00,4,2,308
"Beaver St, 200 blk - East of Guadalupe St",,,764,577,1341,10/7/2013 0:00,4,2,2686
"Beaver St, 200 blk - East of Guadalupe St",,,764,577,1341,10/7/2013 0:00,4,2,2686
"Beckett Rd, 7900 blk - North of Park Entrance",1749,1844,,,3593,6/6/2002 0:00,4,2,7190
"Beckett Rd, 8200 blk - North of New Horizon",1225,1334,,,2559,6/6/2002 0:00,4,2,5122
"Beckett Rd, 8400 blk - South of New Horizon",885,1015,,,1900,6/6/2002 0:00,4,2,3804
"Beckett Rd, 8700 blk - North of Davis Ln",1476,1366,,,2842,9/21/2004 0:00,4,2,5688
"Beckett Rd, 8700 blk - North of Davis Ln",889,901,,,1790,9/2/2003 0:00,4,2,3584
"Beckett Rd, 8800 blk - South of Davis Ln",1652,1551,,,3203,9/21/2004 0:00,4,2,6410
"Beckett Rd, 9100 blk - North of W. Slaughter Ln.",1450,1315,,,2765,1/30/2006 0:00,4,2,5534
"Beckett Rd, 9100 blk - South of Taylor Crest Dr",687,713,,,1400,2/25/2004 0:00,4,2,2804
"Beckett Rd, 9200 blk - South of Sunny Vista Dr",706,747,,,1453,2/25/2004 0:00,4,2,2910
"Beech Dr, 8400 blk - North of Brookfield Dr",335,383,,,718,5/18/2010 0:00,4,2,1440
"Beech Dr, 8400 blk - North of Brookfield Dr",325,395,,,720,10/10/2013 0:00,4,2,1444
"Beech Dr, 8400 blk - North of Brookfield Dr",325,395,,,720,10/10/2013 0:00,4,2,1444
"Beech Dr, 8400 blk - South of Brookfield Dr",366,466,,,832,8/20/2008 0:00,4,2,1668
"Belfast Dr, 5500 blk - North of Corona Dr",101,94,,,195,4/8/2003 0:00,4,2,394
